Day Number,Day of the Year,Date,"Air Temperature (24hr, K)",Air Temperature (24hr) strength,"Air Temperature (daytime, K)",Air Temperature (daytime) strength,"Relative Humidity (24hr, fraction)",Relative Humidity (24hr) strength,"Relative Humidity (daytime, fraction)",Relative Humidity (daytime) strength,"Pressure (24hr, kPa)",Pressure (24hr) strength,"Pressure (daytime, kPa)",Pressure (12hr) strength,"Soil Moisture (24hr, %)",Soil Moisture (24hr) strength,"Soil Moisture (daytime, %)",Soil Moisture (daytime) strength,"Net Radiation (24hr, W/m^2)",Net Radiation (24hr) strength,"Net Radiation (daytime, W/m^2)",Net Radiation (daytime) strength,"Ground Heat Flux (24hr, W/m^2)",Ground Heat Flux (24hr) strength,"Ground Heat Flux (daytime, W/m^2)",Ground Heat Flux (daytime) strength,"Latent Heat Flux (24hr, W/m^2)",Latent Heat Flux (24hr) strength,"Latent Heat Flux (daytime, W/m^2)",Latent Heat Flux (daytime) strength,"Sensible Heat Flux (24hr, W/m^2)",Sensible Heat Flux (24hr) strength,"Sensible Heat Flux (daytime, W/m^2)",Sensible Heat Flux (daytime) strength,Precipitation (m),Snowfall (m),Day Number,Day of the Year,Date
1622,161,10-Jun-97,20.797896,48,21.98688,25,0.837373,48,0.776548,25,97.025771,48,97.08224,25,37.606901,48,36.953278,25,92.83619,48,178.425064,25,-26.533111,48,-55.290557,25,27.034743,30,52.297515,13,-16.64686,30,-36.983615,13,0,0,1622,161,35591
1623,162,11-Jun-97,23.220896,48,24.95324,25,0.803321,48,0.731932,25,96.704479,48,96.78336,25,36.061262,48,36.246492,25,169.662496,48,330.794308,25,-31.358939,47,-62.442537,25,35.433065,20,94.688714,7,-22.372995,20,-64.368829,7,0.002032,0,1623,162,35592
1624,163,12-Jun-97,26.575688,48,27.66736,25,0.64275,48,0.582616,25,95.957604,48,96.05844,25,36.565171,48,36.015018,25,215.307973,48,424.571992,25,-39.57729,48,-78.877931,25,32.01536,20,49.789333,6,14.358725,20,-42.56625,6,0.009398,0,1624,163,35593
1625,164,13-Jun-97,23.128354,48,24.73832,25,0.771542,48,0.715116,25,96.010979,48,96.01344,25,34.591462,37,33.099782,21,194.624427,48,377.7312,25,-19.029664,29,-57.945505,15,11.26095,12,8.845933,3,-26.619269,13,5.470667,3,0,0,1625,164,35594
1626,165,14-Jun-97,24.911562,48,27.47048,25,0.720433,48,0.591944,25,96.624,48,96.7122,25,33.933223,23,28.077803,7,228.639279,48,453.819672,25,11.370275,21,9.311215,5,2.098558,12,99.977,1,9.095458,12,24.525,1,0,0,1626,165,35595
1627,166,15-Jun-97,24.519417,48,25.57684,25,0.794056,48,0.729968,25,96.258792,48,96.35116,25,34.883215,28,34.451934,8,171.09186,48,346.262292,25,4.878191,28,-7.655049,7,19.852267,6,16.61245,2,20.225117,6,-4.41355,2,0,0,1627,166,35596
1628,167,16-Jun-97,25.204,48,27.01596,25,0.733671,48,0.657764,25,95.984229,48,96.01528,25,33.338616,29,33.622989,13,212.58675,48,432.96576,25,-10.273363,27,-49.019715,11,-15.2494,5,-2.85,1,14.15672,5,2.4326,1,0.00508,0,1628,167,35597
1629,168,17-Jun-97,21.777054,37,24.333571,14,0.764443,37,0.654543,14,96.293486,37,96.298643,14,36.825477,20,37.8048,7,101.146295,37,304.041564,14,7.980943,20,-16.70174,7,37.285385,13,50.100833,6,4.671582,11,-6.92156,5,0,0,1629,168,35598
1630,169,18-Jun-97,25.233104,48,28.19428,25,0.664256,48,0.540536,25,96.783667,48,96.87536,25,32.164038,27,29.387547,12,209.793238,48,426.201136,25,6.109503,24,-21.501914,8,21.128786,7,147.78,1,6.0412,7,72.224,1,0,0,1630,169,35599
1631,170,19-Jun-97,29.9719,20,33.20675,8,0.63126,20,0.5105,8,96.5103,20,96.529875,8,28.996194,6,-9999,0,151.07095,20,418.28875,8,15.378443,5,-9999,0,-1,1,-1,1,-9999,0,-9999,0,0,0,1631,170,35600
1632,171,20-Jun-97,28.251462,39,30.63125,16,0.728,39,0.641338,16,96.305538,39,96.298937,16,32.741165,21,32.720199,9,127.842944,39,364.39355,16,-12.063146,23,-41.866108,8,7.3459,2,10.44,1,43.7105,2,41.431,1,0,0,1632,171,35601
1633,172,21-Jun-97,26.852292,48,28.56948,25,0.704915,48,0.69152,25,96.434833,48,96.45956,25,33.677503,30,32.010669,10,166.64575,48,358.51216,25,6.520585,29,-13.534197,9,42.0775,10,9999,0,61.819889,9,-9999,0,0,0,1633,172,35602
1634,173,22-Jun-97,22.224917,48,24.44556,25,0.828471,48,0.754744,25,96.944479,48,97.03,25,33.162807,45,31.68295,22,99.31104,48,218.70784,25,6.53124,45,-11.75617,22,18.820378,27,68.23,7,-21.487307,28,-49.568557,7,-9999,0,1634,173,35603
1635,174,23-Jun-97,23.865776,49,24.65536,25,0.857871,49,0.830704,25,96.840429,49,96.89524,25,35.301067,35,35.928607,20,124.070267,49,254.421456,25,-10.340223,36,-26.4087,19,58.2887,24,134.136818,11,-18.94575,24,-35.174873,11,-9999,0,1635,174,35604
1636,175,24-Jun-97,25.964625,48,27.67648,25,0.769723,48,0.68898,25,96.778708,48,96.7972,25,33.41312,27,28.951746,14,202.476187,48,416.82948,25,-7.816164,22,-30.852347,9,7.035125,12,37.68795,2,29.228967,12,-21.9072,2,0,0,1636,175,35605
1637,176,25-Jun-97,26.330917,48,28.09036,25,0.720973,48,0.631944,25,96.971958,48,97.06528,25,33.254898,41,31.997741,18,184.699833,48,375.8856,25,-17.957083,41,-55.926826,18,21.654492,12,25.346,1,1.245617,12,-153.6473,2,0,0,1637,176,35606
1638,177,26-Jun-97,24.424625,48,25.0512,25,0.799117,48,0.747404,25,97.151083,48,97.24288,25,34.837191,44,36.272408,22,153.709804,48,313.61928,25,-14.841393,43,-43.433786,21,28.758925,20,65.455689,9,-8.97707,20,-36.910056,9,0.00381,0,1638,177,35607
1639,178,27-Jun-97,26.187542,48,28.5314,25,0.755667,48,0.643544,25,97.012146,48,97.05528,25,32.625727,39,33.172023,16,164.332602,48,336.8561,25,-13.185112,39,-46.587728,16,141.509,2,9999,0,21.711,1,-9999,0,0.001524,0,1639,178,35608
1640,179,28-Jun-97,26.398917,48,28.02448,25,0.772681,48,0.703536,25,96.653958,48,96.67288,25,33.667448,48,33.980243,25,192.623306,48,383.593828,25,-27.394093,48,-59.828267,25,22.290676,17,35.27,5,2.406561,18,0.76922,5,0.001016,0,1640,179,35609
1641,180,29-Jun-97,27.730776,49,29.9355,26,0.755686,49,0.674473,26,96.414224,49,96.446385,26,33.432737,49,33.08584,26,201.210563,49,407.831346,26,-27.481756,49,-59.934092,26,16.511656,18,85.78382,5,0.300128,18,-37.26162,5,0,0,1641,180,35610
1642,181,30-Jun-97,27.594167,48,29.71896,25,0.707869,48,0.645212,25,96.613333,48,96.64804,25,32.797658,45,32.893643,22,204.652617,48,416.62372,25,-24.003892,45,-61.7167,22,102.756115,20,86.124288,8,-21.098885,20,-95.651063,8,0,0,1642,181,35611
1643,182,01-Jul-97,29.028,48,30.92148,25,0.650213,48,0.592724,25,96.455375,48,96.49064,25,31.751789,48,31.339763,25,196.832873,48,415.430756,25,-24.83671,48,-57.298433,25,19.649275,16,33.0679,5,18.504938,16,-52.8074,5,0,0,1643,182,35612
1644,183,02-Jul-97,28.867146,48,30.97264,25,0.664392,48,0.583216,25,96.613271,48,96.71392,25,31.710715,48,31.785506,25,197.849027,48,416.117172,25,-28.953116,48,-65.901567,25,54.69081,20,146.559743,7,-12.09285,20,-119.091429,7,0,0,1644,183,35613
1645,184,03-Jul-97,28.609188,48,30.9962,25,0.670665,48,0.602376,25,96.606438,48,96.65244,25,31.569968,48,31.53173,25,198.526771,48,410.01416,25,-23.653903,48,-58.102077,25,57.113479,28,145.333818,11,-30.630004,28,-120.272455,11,0.008128,0,1645,184,35614
1646,185,04-Jul-97,20.584396,48,21.2412,25,0.719223,48,0.694572,25,97.198979,48,97.29108,25,31.360848,48,31.4951,25,174.819915,48,354.928116,25,-5.111897,48,-33.606248,25,102.442848,44,175.764227,22,-71.842482,44,-149.244818,22,0,0,1646,185,35615
1647,186,05-Jul-97,21.116375,48,23.20904,25,0.695827,48,0.587992,25,97.224313,48,97.27296,25,30.683841,48,30.694134,25,187.34524,48,381.7173,25,-9.758676,48,-44.193152,25,95.7568,42,194.29925,20,-88.527025,44,-176.467824,21,0,0,1647,186,35616
1648,187,06-Jul-97,23.205646,48,25.26672,25,0.760917,48,0.700836,25,97.031958,48,97.06296,25,30.244676,48,30.278098,25,160.000475,48,328.375832,25,-17.372337,48,-47.582786,25,86.892089,47,163.295917,24,-50.868638,47,-113.721979,24,0,0,1648,187,35617
1649,188,07-Jul-97,23.515796,49,25.214308,26,0.83171,49,0.762062,26,97.039327,49,97.076808,26,29.823838,49,29.85054,26,162.228302,49,325.535515,26,-18.395849,49,-47.038391,26,79.841698,47,151.011875,24,-54.557632,47,-120.234083,24,0,0,1649,188,35618
1650,189,08-Jul-97,28.467646,48,30.93104,25,0.640754,48,0.545816,25,96.995646,48,97.04732,25,29.355478,48,29.354124,25,195.210327,48,406.577228,25,-25.264617,48,-57.292012,25,117.924698,44,203.965222,23,-62.123179,43,-155.113204,23,0,0,1650,189,35619
1651,190,09-Jul-97,27.073917,48,28.99492,25,0.697967,48,0.637836,25,96.963646,48,96.99456,25,28.620583,48,28.675736,25,149.854885,48,307.27938,25,-17.966473,48,-42.421504,25,88.162381,48,150.935272,25,-43.725904,48,-113.922084,25,0,0,1651,190,35620
1652,191,10-Jul-97,24.696872,47,26.77116,25,0.827006,47,0.753372,25,96.923191,47,96.92372,25,30.530064,47,29.28762,25,108.196713,47,218.58988,25,-7.13037,47,-27.610278,25,77.557216,44,141.1124,23,-32.563088,43,-73.334445,22,0.007874,0,1652,191,35621
1653,192,11-Jul-97,26.996612,49,29.26836,25,0.721137,49,0.643768,25,96.92649,49,96.96644,25,34.275526,49,34.184927,25,172.156135,49,357.61608,25,-20.046357,49,-50.30139,25,123.436221,42,232.246579,19,-21.09001,41,-85.498058,19,0,0,1653,192,35622
1654,193,12-Jul-97,27.870563,48,30.584,25,0.655279,48,0.559628,25,96.962521,48,97.00648,25,32.894918,48,32.898315,25,204.621198,48,415.81758,25,-22.840099,48,-55.585431,25,76.815976,34,176.781275,12,-51.227654,35,-142.550808,12,0,0,1654,193,35623
1655,194,13-Jul-97,29.050542,48,31.24016,25,0.635313,48,0.56206,25,96.798396,48,96.83748,25,32.122909,48,32.146441,25,198.040565,48,409.120004,25,-25.290501,48,-59.326576,25,97.990519,37,184.105806,16,-48.513078,36,-163.269875,16,0,0,1655,194,35624
1656,195,14-Jul-97,29.016854,48,31.18464,25,0.638375,48,0.558632,25,96.961083,48,97.02204,25,31.496769,48,31.469859,25,195.793458,48,398.31268,25,-27.63384,48,-63.869735,25,126.453408,40,254.984532,19,-61.509068,41,-142.725526,19,0,0,1656,195,35625
1657,196,15-Jul-97,26.196104,48,27.33252,25,0.743167,48,0.702568,25,97.161313,48,97.22132,25,32.243404,48,32.338552,25,97.972379,48,209.482368,25,-5.073737,48,-21.197762,25,81.720289,45,152.037036,22,-4.956716,45,-36.529036,22,0,0,1657,196,35626
1658,197,16-Jul-97,27.562812,48,30.20916,25,0.671187,48,0.59802,25,97.033667,48,97.08956,25,32.327751,48,32.295023,25,195.652937,48,400.02324,25,-24.886,48,-58.758678,25,95.182711,37,195.616975,16,-37.654282,38,-112.075075,16,0,0,1658,197,35627
1659,198,17-Jul-97,28.601687,48,30.77144,25,0.643842,48,0.583376,25,96.714125,48,96.7462,25,31.606341,48,31.407292,25,170.673267,48,352.940232,25,-24.339118,48,-57.10259,25,68.080929,28,140.065562,13,-20.828838,29,-69.184093,14,0.001016,0,1659,198,35628
1660,199,18-Jul-97,25.882063,48,26.74132,25,0.74666,48,0.710612,25,96.685813,48,96.72932,25,33.194306,47,33.286302,24,139.086694,48,284.949276,25,-12.020861,47,-33.389811,24,61.447724,33,119.328467,15,-25.457342,31,-79.016407,14,0.00127,0,1660,199,35629
1661,200,19-Jul-97,26.803667,45,28.061864,22,0.78856,45,0.753186,22,96.822422,45,96.900727,22,32.684213,45,33.179823,22,132.883789,45,293.395536,22,-12.365316,45,-37.49372,22,31.375915,26,85.6694,9,6.315292,25,-7.285175,8,0,0,1661,200,35630
1662,201,20-Jul-97,28.132875,48,30.6086,25,0.688273,48,0.594412,25,96.984125,48,97.05228,25,30.988057,48,30.999712,25,189.242121,48,383.75794,25,-22.04683,48,-55.517009,25,17.903471,24,86.570514,7,-12.086929,24,-37.470329,7,0,0,1662,201,35631
1663,202,21-Jul-97,27.415396,48,29.76396,25,0.682692,48,0.606388,25,96.996792,48,97.02256,25,30.550439,48,30.167724,25,163.506844,48,326.932368,25,-22.078844,48,-57.511566,25,55.820663,35,144.867615,13,-35.045077,35,-94.999046,13,0,0,1663,202,35632
1664,203,22-Jul-97,27.629833,48,29.38536,25,0.695477,48,0.61298,25,97.036313,48,97.10632,25,30.214282,48,30.166626,25,174.058094,48,343.948132,25,-27.625701,48,-64.111818,25,77.75148,41,153.10405,20,-51.743875,40,-97.78309,20,0,0,1664,203,35633
1665,204,23-Jul-97,29.366604,48,32.15396,25,0.623094,48,0.506816,25,97.003458,48,97.04844,25,29.609829,48,29.728825,25,195.687875,48,391.73604,25,-32.622227,48,-77.084236,25,112.704939,41,214.248529,21,-51.871685,41,-111.4901,21,0,0,1665,204,35634
1666,205,24-Jul-97,29.611458,48,32.28604,25,0.582215,48,0.487632,25,97.025167,48,97.0788,25,28.733805,48,28.833268,25,186.618621,48,377.079112,25,-28.874818,48,-72.214478,25,109.077963,46,206.19595,24,-49.878585,46,-99.671921,24,0,0,1666,205,35635
1667,206,25-Jul-97,29.99384,50,32.420111,27,0.596946,50,0.518685,27,97.03202,50,97.085222,27,27.93507,50,27.86353,27,186.42982,50,366.851889,27,-30.296773,50,-68.457761,27,113.026535,48,197.518065,26,-44.195671,48,-101.529046,26,0,0,1667,206,35636
1668,207,26-Jul-97,29.505809,47,31.95916,25,0.592389,47,0.507264,25,96.892553,47,96.92908,25,27.092162,47,27.202552,25,185.755196,47,369.475208,25,-27.473097,47,-66.849197,25,106.080023,47,195.048924,25,-52.202419,47,-107.577724,25,0,0,1668,207,35637
1669,208,27-Jul-97,30.014458,48,32.45092,25,0.587162,48,0.5049,25,96.870333,48,96.922,25,26.055767,48,26.1848,25,189.484375,48,383.9694,25,-28.738182,48,-69.494718,25,110.014164,47,198.562344,25,-70.810756,48,-115.912468,25,0,0,1669,208,35638
1670,209,28-Jul-97,30.224313,48,32.75188,25,0.595071,48,0.498596,25,97.018729,48,97.08376,25,24.651067,48,24.808368,25,183.662513,48,372.064304,25,-28.50413,48,-67.692096,25,111.271389,47,200.547556,25,-53.629769,48,-103.825288,25,0,0,1670,209,35639
1671,210,29-Jul-97,27.233354,48,28.67168,25,0.797198,48,0.742924,25,97.224937,48,97.263,25,22.9601,48,23.077808,25,143.662733,48,297.445116,25,-19.517918,48,-48.160603,25,70.450065,48,135.425988,25,-53.694675,48,-113.858388,25,0,0,1671,210,35640
1672,211,30-Jul-97,25.735396,48,27.35104,25,0.739023,48,0.676408,25,97.474396,48,97.52452,25,21.300792,48,21.413424,25,152.122094,48,316.2545,25,-17.364989,48,-47.443306,25,85.560977,48,157.9698,25,-49.196202,48,-110.841428,25,0,0,1672,211,35641
1673,212,31-Jul-97,25.131792,48,27.24912,25,0.652523,48,0.577856,25,97.523188,48,97.57908,25,19.527096,48,19.703984,25,178.335083,48,368.60904,25,-20.713063,48,-58.340723,25,106.666788,48,179.95006,25,-62.692291,47,-130.318164,25,0,0,1673,212,35642
1674,213,01-Aug-97,26.758125,48,29.12888,25,0.655992,48,0.569212,25,97.362729,48,97.41036,25,17.621067,48,17.764104,25,177.490031,48,364.054536,25,-24.532695,48,-58.446651,25,101.945037,48,182.711408,25,-51.012023,48,-122.895852,25,0,0,1674,213,35643
1675,214,02-Aug-97,26.841333,48,29.10836,25,0.652494,48,0.586224,25,97.212083,48,97.26404,25,15.837288,48,15.92032,25,175.728433,48,357.852276,25,-22.074911,48,-56.675205,25,101.857173,48,178.283044,25,-59.730798,47,-124.105636,25,0,0,1675,214,35644
1676,215,03-Aug-97,26.806958,48,28.71984,25,0.632917,48,0.558992,25,97.235896,48,97.3044,25,14.439887,48,14.474352,25,130.828115,48,268.808792,25,-14.297995,48,-37.751209,25,76.991148,48,148.44936,25,-39.53855,48,-82.607512,25,0,0,1676,215,35645
1677,216,04-Aug-97,28.664875,48,30.74972,25,0.601029,48,0.528252,25,97.297813,48,97.3436,25,13.376246,48,13.401992,25,155.786273,48,310.16222,25,-21.60737,48,-47.695581,25,98.060163,48,167.799932,25,-43.559253,47,-94.665936,25,0,0,1677,216,35646
1678,217,05-Aug-97,28.051729,48,30.03792,25,0.611827,48,0.525496,25,97.321604,48,97.35484,25,12.430613,48,12.444072,25,146.04384,48,303.50972,25,-18.431093,48,-42.971139,25,98.868717,47,172.584672,25,-38.440885,48,-87.953196,25,0,0,1678,217,35647
1679,218,06-Aug-97,21.110563,48,21.44748,25,0.82935,48,0.852608,25,97.167729,48,97.12948,25,16.875142,48,14.766784,25,17.898352,48,45.076276,25,9.811012,48,5.060322,25,31.934748,46,42.871804,25,2.624761,46,-7.264948,25,0.026416,0,1679,218,35648
1680,219,07-Aug-97,16.622146,48,16.6088,25,0.964158,48,0.963816,25,97.402458,48,97.45156,25,33.329158,48,33.889896,25,23.487177,48,50.263264,25,12.62596,48,5.940216,25,27.33943,47,40.148656,25,-13.997137,48,-16.887776,25,0,0,1680,219,35649
1681,220,08-Aug-97,19.139188,48,20.5688,25,0.864958,48,0.79882,25,96.943646,48,96.95536,25,32.400308,48,32.446864,25,93.222231,48,191.902024,25,-5.266436,48,-27.408638,25,58.1114,48,102.64152,25,-30.715692,48,-61.851968,25,0,0,1681,220,35650
1682,221,09-Aug-97,24.884562,48,27.57572,25,0.759875,48,0.666056,25,96.681813,48,96.67704,25,30.654121,48,30.683303,25,193.94014,48,392.842468,25,-21.765429,48,-57.852369,25,60.618773,30,126.382982,11,-39.558429,28,-106.164636,11,0,0,1682,221,35651
1683,222,10-Aug-97,27.135292,48,29.06428,25,0.794129,48,0.73304,25,96.938521,48,96.99608,25,30.025935,48,29.982174,25,132.336342,48,273.922864,25,-23.032426,48,-50.686795,25,68.212409,33,145.090014,14,-41.184113,32,-111.0958,14,0.004064,0,1683,222,35652
1684,223,11-Aug-97,24.62502,49,25.006308,26,0.898561,49,0.896088,26,96.955918,49,96.989308,26,33.698708,49,34.086644,26,62.951282,49,124.562023,26,-11.65529,49,-25.07224,26,29.291258,36,63.232458,19,-9.488872,36,-14.128216,19,0,0,1684,223,35653
1685,224,12-Aug-97,26.467458,48,27.75732,25,0.80279,48,0.754008,25,97.085,48,97.12624,25,32.807657,48,32.732194,25,99.92839,48,206.30322,25,-12.033385,48,-27.661064,25,13.470945,29,57.371033,9,-0.412311,28,-34.943489,9,0.009906,0,1685,224,35654
1686,225,13-Aug-97,24.901271,48,26.19136,25,0.829454,48,0.760176,25,97.244875,48,97.30608,25,31.837012,48,31.498528,25,128.127973,48,258.205792,25,-14.6529,48,-33.682556,25,51.204169,36,122.22078,15,-30.809831,36,-89.06174,15,0.010668,0,1686,225,35655
1687,226,14-Aug-97,26.842125,48,28.02304,25,0.750608,48,0.703636,25,96.512354,48,96.54456,25,33.932349,47,34.669437,24,171.585031,48,345.752876,25,-14.553086,47,-34.137268,24,50.176,23,125.63275,10,-9.66597,23,-23.87848,10,0.004826,0,1687,226,35656
1688,227,15-Aug-97,29.791438,48,30.95508,25,0.581004,48,0.5655,25,96.071646,48,96.08496,25,31.972771,48,32.137259,25,182.395594,48,376.85212,25,-15.050263,48,-37.7028,25,111.998867,15,224.5884,5,-61.698923,13,-58.2175,4,0,0,1688,227,35657
1689,228,16-Aug-97,29.960061,49,30.791923,26,0.635378,49,0.637242,26,96.330959,49,96.363615,26,30.928409,49,31.343295,26,141.932341,49,296.985962,26,-14.720141,49,-32.829129,26,53.068542,19,49.263,6,50.766895,19,-25.021833,6,0,0,1689,228,35658
1690,229,17-Aug-97,28.625354,48,30.75692,25,0.72199,48,0.668944,25,96.812187,48,96.86832,25,30.29324,48,30.168138,25,152.425658,48,317.72342,25,-21.108354,48,-50.565991,25,40.073811,27,63.3505,9,23.739456,27,-31.682067,9,0,0,1690,229,35659
1691,230,18-Aug-97,26.473327,49,28.436423,26,0.833098,49,0.765119,26,97.001878,49,97.060692,26,30.01901,49,29.828647,26,142.687508,49,280.981896,26,-19.156631,49,-48.361163,26,41.963209,32,124.914809,11,-25.779206,32,-71.473964,11,0.01778,0,1691,230,35660
1692,231,19-Aug-97,26.017812,48,27.2674,25,0.851823,48,0.788692,25,96.840854,48,96.83188,25,34.690205,46,34.693526,24,161.787242,48,322.130532,25,-12.270631,46,-34.647415,24,19.615583,18,95.42875,4,-7.262056,18,-4.3379,4,0.004572,0,1692,231,35661
1693,232,20-Aug-97,26.295125,48,28.18608,25,0.817715,48,0.744244,25,97.06975,48,97.12424,25,32.901813,48,33.41204,25,149.552412,48,307.643232,25,-5.45706,48,-27.348708,25,21.05179,10,9999,0,8.7941,9,-9999,0,0,0,1693,232,35662
1694,233,21-Aug-97,26.13412,50,28.238462,26,0.756588,50,0.654081,26,97.28232,50,97.368385,26,32.63464,50,32.423924,26,185.158624,50,374.186119,26,-12.846185,50,-40.666003,26,36.744748,21,98.886314,7,-4.541548,21,-24.6047,7,0.026924,0,1694,233,35663
1695,234,22-Aug-97,23.768264,53,25.279962,26,0.813753,53,0.77115,26,97.153019,53,97.167115,26,33.657835,51,34.817142,24,164.365996,53,363.605269,26,-3.34526,51,-31.635152,24,29.796595,19,73.607043,7,-9.377663,19,-28.539586,7,0,0,1695,234,35664
1696,235,23-Aug-97,22.74325,48,23.94716,25,0.840154,48,0.781108,25,97.436604,48,97.5044,25,34.659493,44,35.184982,21,140.9499,48,287.171016,25,1.967723,44,-25.427037,21,17.476092,12,2.29765,2,-14.654825,12,-22.69,2,0,0,1696,235,35665
1697,236,24-Aug-97,24.208396,48,26.39856,25,0.756321,48,0.668124,25,97.287229,48,97.34724,25,33.264133,48,33.649313,25,176.079812,48,364.1892,25,-8.376991,48,-40.94175,25,8.752947,15,44.964767,3,-1.628053,15,-10.789833,3,0,0,1697,236,35666
1698,237,25-Aug-97,24.291125,48,26.78612,25,0.665421,48,0.574,25,97.179104,48,97.22752,25,33.194844,48,33.307169,25,166.884167,48,355.92476,25,-5.135479,48,-36.547421,25,68.379357,30,114.622942,12,-45.012921,29,-123.535433,12,0,0,1698,237,35667
1699,238,26-Aug-97,25.072708,48,27.73748,25,0.647127,48,0.563648,25,97.187146,48,97.25124,25,31.967534,48,31.842303,25,157.724635,48,336.56126,25,-10.944009,48,-44.159339,25,71.172379,29,185.281845,11,-30.881989,28,-91.13161,10,0,0,1699,238,35668
1700,239,27-Aug-97,25.551292,48,28.12168,25,0.610627,48,0.533312,25,97.026896,48,97.07824,25,31.430056,48,31.283135,25,153.868581,48,327.07104,25,-12.491844,48,-42.86591,25,50.708321,29,121.208236,11,-15.069571,28,-73.789109,11,0,0,1700,239,35669
1701,240,28-Aug-97,26.608062,48,29.08884,25,0.603706,48,0.52956,25,96.820521,48,96.87692,25,30.82312,48,30.373289,25,161.460704,48,340.076912,25,-18.407449,48,-52.463796,25,70.64239,31,107.430827,11,-20.615537,30,-91.888209,11,0,0,1701,240,35670
1702,241,29-Aug-97,22.883562,16,22.396,4,0.736862,16,0.80695,4,96.658687,16,96.70175,4,31.048575,16,30.99145,4,-29.615806,16,-1.841475,4,9.314998,16,-0.93639,4,14.138425,16,17.34845,4,31.544687,16,20.1267,4,0,0,1702,241,35671
1703,242,30-Aug-97,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,1703,242,35672
1704,243,31-Aug-97,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,1704,243,35673
1705,244,01-Sep-97,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,1705,244,35674
1706,245,02-Sep-97,30.98303,33,32.441818,22,0.502612,33,0.447068,22,97.380061,33,97.405955,22,28.160671,33,28.403875,22,235.60423,33,361.878818,22,-37.66474,33,-62.642993,22,154.310117,30,226.751238,21,-61.612727,30,-82.893714,21,0,0,1706,245,35675
1707,246,03-Sep-97,24.492354,48,25.0536,25,0.844762,48,0.835028,25,97.47525,48,97.50396,25,28.040108,48,28.07456,25,50.623877,48,112.890416,25,-5.124145,48,-16.118756,25,27.025358,48,48.568216,25,-19.794802,48,-50.73866,25,0,0,1707,246,35676
1708,247,04-Sep-97,21.575364,44,21.437571,21,0.844014,44,0.830214,21,97.432932,44,97.46519,21,27.5797,44,27.588419,21,69.544864,44,155.656662,21,-4.379526,44,-17.145291,21,44.979198,41,86.361086,21,-50.113607,43,-52.149343,21,0,0,1708,247,35677
1709,248,05-Sep-97,23.181062,48,25.10132,25,0.745144,48,0.642756,25,97.220896,48,97.26428,25,27.227058,48,27.27388,25,129.293081,48,264.227644,25,-11.58621,48,-36.024535,25,65.799972,47,123.316512,25,-54.551717,47,-104.885352,25,0,0,1709,248,35678
1710,249,06-Sep-97,24.889125,48,27.38808,25,0.555996,48,0.483088,25,97.049229,48,97.10508,25,26.637438,48,26.706152,25,147.358475,48,308.226708,25,-15.765183,48,-44.391838,25,99.425325,48,163.919,25,-42.611513,47,-100.996448,25,0,0,1710,249,35679
1711,250,07-Sep-97,21.7995,8,-9999,0,0.554625,8,-9999,0,96.88875,8,-9999,0,25.99525,8,-9999,0,-30.399375,8,-9999,0,14.242338,8,-9999,0,21.522163,8,9999,0,37.679213,8,-9999,0,0.005588,0,1711,250,35680
1712,251,08-Sep-97,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,-9999,0,9999,0,9999,0,-9999,0,-9999,0,0,0,1712,251,35681
1713,252,09-Sep-97,22.772304,23,25.1353,10,0.721596,23,0.64604,10,96.920957,23,96.9237,10,31.676009,23,31.2273,10,45.816965,23,153.5087,10,6.436052,23,-12.079358,10,46.811482,22,109.601889,9,-9.795891,23,-48.12159,10,0,0,1713,252,35682
